1,22.12
2,17.386
3,16.127
4,50.114
5,38.564
6,26.582
7,88.224
8,16.085
9,13.387
10,14.393
11,18.701
12,21.262
13,14.354
14,16.242
15,72.603
16,22.228
17,59.581
18,20.604
19,21.885
20,14.668
21,32.325
22,56.995
23,18.163
24,29.288
25,37.478
26,7.827
27,28.03
28,11.944
29,16.43
30,10.288
31,7.954
32,38.037
33,45.26
34,41.452
35,9.095
36,23.513
37,17.664
38,12.107
39,24.203
40,30.791
41,10.562
42,8.939
43,11.887
44,18.644
45,26.959
46,34.829
47,27.283
48,22.791
49,103.01
50,27.637
51,12.338
52,12.249
53,18.202
54,26.474
55,20.88
56,10.939
57,14.676
58,16.595
59,19.98
60,18.194
61,63.064
62,11.312
63,36.08
64,10.628
65,29.132
66,18.906
67,34.389
68,15.221
69,10.782
70,32.241
71,25.191
72,12.636
73,46.669
74,23.881
75,29.723
76,27.758
77,47.854
78,23.415
79,22.984
80,21.132
81,12.456
82,15.255
83,30.262
84,24.579
85,41.489
86,11.629
87,13.528
88,7.933
89,20.902
90,20.14
91,41.735
92,37.636
93,20.846
94,14.535
95,26.293
96,21.504
97,21.315
98,23.75
99,26.361
100,17.296
101,27.606
102,61.861
103,52.949
104,13.297
105,38.651
