1,21.614
2,50.898
3,28.083
4,75.626
5,50.187
6,23.072
7,31.653
8,21.082
9,20.136
10,38.626
11,11.58
12,25.332
13,23.091
14,21.683
15,13.782
16,32.392
17,23.187
18,39.103
19,29.535
20,59.881
21,15.215
22,15.377
23,13.644
24,91.421
25,13.213
26,31.197
27,58.563
28,22.786
29,20.24
30,36.966
31,35.958
32,19.902
33,27.5
34,22.328
35,24.229
36,21.713
37,18.07
38,35.033
39,15.272
40,19.21
41,24.226
42,13.738
43,38.674
44,64.288
45,23.748
46,15.721
47,29.804
48,34.9
49,26.533
50,13.144
51,20.481
52,15.745
53,49.787
54,22.449
55,93.319
56,36.266
57,33.368
58,34.239
59,58.056
60,14.409
61,21.554
62,21.236
63,10.318
64,13.187
65,24.271
66,31.017
67,38.916
68,18.829
69,67.667
70,46.279
71,42.653
72,41.194
73,37.773
74,15.349
75,41.443
76,45.49
77,62.753
78,21.129
79,50.101
80,31.89
81,13.392
82,7.209
83,29.458
84,13.427
85,14.813
86,34.882
87,16.841
88,20.969
89,29.033
90,33.191
91,20.788
92,20.027
93,13.349
94,8.708
95,47.14
96,19.873
97,31.443
98,38.225
99,18.629
100,14.69
101,18.507
102,75.133
103,14.74
104,52.955
105,12.783
