1,72.73
2,48.43
3,34.341
4,34.514
5,47.088
6,22.813
7,48.554
8,34.069
9,46.769
10,23.294
11,46.08
12,59.709
13,22.136
14,23.738
15,46.512
16,34.789
17,36.339
18,45.819
19,35.198
20,46.597
21,35.812
22,36.018
23,70.131
24,23.997
25,34.183
26,22.173
27,35.07
28,35.64
29,47.912
30,46.237
31,46.753
32,34.427
33,34.871
34,35.044
35,48.34
36,33.403
37,47.374
38,48.848
39,45.652
40,22.432
41,35.499
42,46.14
43,35.794
44,46.175
45,25.161
46,46.857
47,21.348
48,35.628
49,22.392
50,49.36
51,44.721
52,47.777
53,46.711
54,47.507
55,22.84
56,34.796
57,34.789
58,34.689
59,35.475
60,35.439
61,21.524
62,34.862
63,47.675
64,46.878
65,22.435
66,59.511
67,59.51
68,46.746
69,59.582
70,34.02
71,48.746
72,45.701
73,46.433
1,41.78
2,34.767
3,22.62
4,36.354
5,57.321
6,47.574
7,46.962
8,34.791
9,46.905
10,34.789
11,34.93
12,46.775
13,36.735
14,45.864
15,35.936
16,21.872
17,35.426
18,34.957
19,23.709
20,22.86
21,58.096
22,22.924
23,48.144
1,33.923
1,49.416
2,34.859
3,46.611

4,36.189
5,23.783
6,23.624
1,39.463
2,50.611
3,34.683
4,35.042
5,47.991
1,54.391
2,36.475
3,48.606
4,36.427
5,47.395
1,46.24
2,47.327
