1,30.876
2,17.148
3,47.5
4,15.247
5,27.541
6,22.247
7,12.082
8,52.729
9,65.05
10,12.82
11,31.7
12,40.847
13,43.235
14,32.115
15,14.651
16,28.101
17,37.051
18,11.049
19,54.69
20,27.625
21,17.779
22,7.808
23,25.566
24,47.959
25,20.905
26,30.203
27,28.91
28,28.66
29,13.134
30,24.516
31,37.326
32,12.408
33,12.626
34,16.531
35,25.33
36,28.004
37,20.895
38,7.893
39,26.696
40,31.426
41,22.29
42,22.502
43,9.735
44,28.349
45,36.43
46,17.606
47,60.599
48,33.483
49,42.183
50,45.494
51,34.221
52,11.938
53,41.223
54,13.113
55,21.349
56,54.227
57,18.899
58,25.678
59,12.316
60,25.488
61,12.17
62,13.196
63,27.852
64,62.767
65,25.415
66,23.948
67,32.56
68,17.396
69,13.674
70,24.055
71,33.612
72,24.553
73,39.832
74,26.442
75,17.211
76,15.955
77,15.277
78,32.637
79,27.566
80,25.878
81,26.101
82,20.749
83,14.525
84,23.771
85,32.008
86,37.759
87,41.958
88,13.988
89,14.963
90,22.082
91,18.815
92,45.199
93,29.409
94,20.094
95,27.546
96,67.202
97,51.283
98,21.548
99,23.217
100,27.749
101,6.983
102,22.363
103,13.557
104,9.387
105,30.149
