1,43.518
2,35.866
3,33.933
4,48.028
5,34.976
6,21.89
7,49.287
8,44.967
9,48.188
10,45.856
11,49.074
12,23.061
13,33.775
14,36.531
15,32.352
16,35.07
17,36.493
18,21.546
19,58.462
20,47.641
21,34.973
22,35.167
23,39.019
24,56.417
25,46.645
26,58.185
27,34.491
28,48.467
29,45.09
30,48.113
31,46.103
32,37.018
33,45.822
34,34.042
35,36.374
36,21.866
37,47.767
38,33.859
39,24.391
40,33.963
41,48.907
42,34.276
43,45.452
44,47.892
45,34.209
46,48.264
47,34.99
48,33.964
49,48.169
50,23.735
51,34.448
52,33.765
53,36.071
54,34.108
55,34.021
56,23.866
57,34.028
58,48.134
59,35.03
60,47.477
61,49.029
62,33.528
63,46.068
64,34.181
65,47.502
66,35.472
67,34.086
68,34.548
69,23.647
70,34.618
71,36.433
72,21.455
73,47.661
74,48.05
75,23.923
76,34.225
77,34.898
78,33.837
79,48.304
80,59.801
81,33.817
82,47.542
83,34.73
84,45.199
85,35.479
86,47.152
87,47.565
88,45.766
89,48.498
90,34.72
91,59.042
92,23.745
93,35.21
94,46.76
95,34.351
96,34.772
97,35.326
98,33.947
99,47.256
100,22.991
101,23.319
102,46.974
103,34.298
104,23.557
105,46.997
