1,39.143
2,48.358
3,37.292
4,35.631
5,35.219
6,36.157
7,47.926
8,47.935
9,60.162
10,37.064
11,46.493
12,60.404
13,61.632
14,34.101
15,48.138
16,35.519
17,36.854
18,24.162
19,48.979
20,34.003
21,24.536
22,36.324
23,47.228
24,37.505
25,46.421
26,48.816
27,35.202
28,48.349
29,36.237
30,36.302
31,47.213
32,26.823
33,45.997
34,36.675
35,22.316
36,37.191
37,35.906
38,23.437
39,36.147
40,47.369
41,36.956
42,47.634
43,47.695
44,37.301
45,46.537
46,36.242
47,48.484
48,36.582
49,47.245
50,36.041
51,35.898
52,24.229
53,34.999
54,37.158
55,47.759
56,35.362
57,36.371
58,35.756
59,24.018
60,48.123
61,23.731
62,60.411
63,35.807
64,48.044
65,36.615
66,46.864
67,37.172
68,47.171
69,48.609
70,47.722
71,47.295
72,37.9
73,59.374
74,22.83
75,36.074
