1,46.045
2,47.668
3,34.504
4,35.684
5,23.377
6,34.261
7,48.339
8,45.349
9,34.959
10,23.682
11,34.307
12,35.889
13,34.521
14,35.148
15,47.445
16,22.598
17,23.084
18,23.4
19,22.282
20,35.418
21,34.182
22,22.861
23,36.033
24,46.351
25,23.644
26,35.528
27,58.855
28,45.883
29,35.056
30,48.049
31,34.102
32,47.769
33,34.501
34,47.284
35,46.306
36,59.698
37,46.517
38,34.653
39,36.266
40,46.481
41,34.791
42,35.695
43,34.662
44,22.94
45,34.593
46,47.309
47,34.381
48,35.278
49,34.883
50,24.031
51,46.896
52,46.308
53,59.266
54,34.143
55,35.983
56,46.959
57,47.792
58,33.923
59,46.229
60,35.056
61,47.912
62,23.863
63,57.878
64,46.849
65,46.667
66,34.822
67,35.256
68,47.709
69,34.15
70,35.726
71,35.447
72,46.355
73,46.46
74,47.562
75,34.423
76,36.539
77,34.281
78,46.608
79,48.27
80,33.234
